lake,state
Biddle Lake,Washington
Big Four Lake,Washington
Big Greider Lake,Washington
Big Heart Lake,Washington
Big Hidden Lake,Washington
Big Jim Mountain Lakes,Washington
Big Joes Lake,Washington
Big Lake,Washington
Big Mosquito Lake,Washington
Big Snow Lake,Washington
Big Swamp,Washington
Big Twin Lake,Washington
Bigelow Lake,Washington
Bill Lake,Washington
Billy Clapp Lake,Washington
Binford Reservoir,Washington
Bird Lake,Washington
Bitter Lake,Washington
BJ Lake,Washington
Black Diamond Lake,Washington
Black Lake,Washington
Black Pine Lake,Washington
Black Rock Lake,Washington
Black Rock Pond,Washington
Blackmans Lake,Washington
Blacks Lakes,Washington
Blacksmith Lake,Washington
Blackwood Lake,Washington
Blakenship Lakes,Washington
Blalock Lake,Washington
Blanca Lake,Washington
Blazer Lake,Washington
Blue Diamond Lake,Washington
Blue Gulch Reservoir,Washington
Blue Heron Lake,Washington
Blue Lake,Washington
Blue Pool,Washington
Bluff Lake,Washington
Blum Lakes,Washington
Blythe Lake,Washington
Boardman Lake,Washington
Bobs Lake,Washington
Bobs Lakes,Washington
"Bohn Lakes, La",Washington
Boiling Lake,Washington
Boise Lake,Washington
Bonaparte Lake,Washington
Boner Lake,Washington
Bonner Lake,Washington
Bonney Lake,Washington
Bonnie Lake,Washington
Booher Lake,Washington
Boot Lake,Washington
Borst Lake,Washington
Bos Lake,Washington
Bosworth Lake,Washington
Bottomless Lake,Washington
Bouck Lake,Washington
Boulder Lake,Washington
Boundary Lake,Washington
Bounds Pond,Washington
Bourgeau Lake,Washington
Bow Lake,Washington
Bowers Lake,Washington
Bowman Lake,Washington
Bowser Lake,Washington
Box Mountain Lakes,Washington
Boyd Lake,Washington
Boyd Lower Reservoir,Washington
Boyd Middle Reservoir,Washington
Boyle Lake,Washington
Breaker Lake,Washington
Brennan Pond,Washington
Brewster Lake,Washington
Bridges Lake,Washington
Brook Lake,Washington
Brown Lake,Washington
Brownie Lake,Washington
Browns Lake,Washington
Brush Lake,Washington
Bryant Lake,Washington
Buck Lake,Washington
Buckskin Lake,Washington
Buffalo Lake,Washington
Bugger Lake,Washington
Bullard Lake,Washington
Bullen Lake,Washington
Buller Lake,Washington
Bumping Lake,Washington
Bunch Lake,Washington
Bunchgrass Lake,Washington
Burien Lake,Washington
Burke Lake,Washington
Butterworth Reservoir,Washington
Buzzard Lake,Washington
Byron Lake,Washington
Byron Ponds,Washington
Cabin Lake,Washington
Cadet Lake,Washington
Cady Lake,Washington
Cain Lake,Washington
Caldwell Lake,Washington
Caliche Lakes,Washington
Calispell Lake,Washington
Calligan Lake,Washington
Cameron Lake,Washington
Camille Lake,Washington
Camp Kwoneesum Dam,Washington
Camp Lake,Washington
Camp Lakes,Washington
Camp Pond,Washington
Camp Robber Lake,Washington
Campbell Lake,Washington
Canal Lake,Washington
Cannery Lake,Washington
Canvasback Lake,Washington
Canyon Lake,Washington
Capitol Lake,Washington
Carefree Lake,Washington
Carlisle Lake,Washington
Carney Lake,Washington
Carole Lake,Washington
Carp Lake,Washington
Carpenter Lake,Washington
Carpenters Lake,Washington
Carty Lake,Washington
Cascade Lake,Washington
Casey Pond,Washington
Caskey Lake,Washington
Castle Lake,Washington
Castor Lake,Washington
Cat Lake,Washington
Cat Lakes,Washington
Catfish Lake,Washington
Cathrene Cecile Lake,Washington
Catlin Lake,Washington
Cattail Lake,Washington
Cayuse Lake,Washington
Cecils Lake,Washington
Cedar Lake,Washington
Cedar Ponds Lake,Washington
Cement Lake,Washington
Chain Lake,Washington
Chain Lakes,Washington
Chain of Lakes,Washington
Chamberlain Lake,Washington
Chambers Creek Reservoir,Washington
Chambers Lake,Washington
Chance Lake,Washington
Chapman Lake,Washington
Charlia Lakes,Washington
Charlie Brown Lake,Washington
Charlie Lakes,Washington
Charlton Lake,Washington
Chase Lake,Washington
Chaval Lake,Washington
Chenamus Lake,Washington
Chenuis Lakes,Washington
Cherry Cove Lake,Washington
Cherry Lake,Washington
Chester Morse Lake,Washington
Chetwoot Lake,Washington
Chikamin Lake,Washington
Chiwaukum Lake,Washington
Chopaka Lake,Washington
Christine Lake,Washington
Christmas Lake,Washington
Chukar Lake,Washington
Church Lake,Washington
Circle Lake,Washington
Cirque Lake,Washington
Clam Lake,Washington
Clara Lake,Washington
Clark Lake,Washington
Clark Pond,Washington
Claywood Lake,Washington
Cle Elum Lake,Washington
Clear Lake,Washington
Cleveland Lake,Washington
Cliff Lake,Washington
Cloudy Lake,Washington
Clover Lake,Washington
Coal Lake,Washington
Cody Lake,Washington
Coffee Lake,Washington
Coffeepot Lake,Washington
Coffin Lake,Washington
Colchuck Lake,Washington
Collins Lake,Washington
Columbia Tie Mill Pond,Washington
Conconully Lake,Washington
Conconully Reservoir,Washington
Coney Lake,Washington
Conger Lake,Washington
Conger Pond,Washington
Conklin Lake,Washington
Conners Lake,Washington
Connor Lake,Washington
Cook Lake,Washington
Cooks Lake,Washington
Coon Lake,Washington
Cooney Lake,Washington
Cooper Lake,Washington
Coplay Lake,Washington
Copper Glance Lake,Washington
Copper Lake,Washington
Copper Lakes,Washington
Cora Lake,Washington
Cormana Lake,Washington
Cornehl Lake,Washington
Cornwell Lake,Washington
Corral Lake,Washington
Cossalman Lake,Washington
Cottage Lake,Washington
Cottonwood Lake,Washington
Cougar Lake,Washington
Coulee Lake,Washington
Council Lake,Washington
Coundly Lake,Washington
Cow Lake,Washington
Cox Lake,Washington
Coyote Lake,Washington
Crabapple Lake,Washington
Cradle Lake,Washington
Crag Lake,Washington
Cramer Lake,Washington
Cranberry Lake,Washington
Crane Lake,Washington
Crater Lake,Washington
Crater Lakes,Washington
Crawfish Lake,Washington
Crawford Lake,Washington
Cree Lake,Washington
Crescent Bay,Washington
Crescent Lake,Washington
Crescent Lakes,Washington
Crocker Lake,Washington
Crockett Lake,Washington
Crooked Knee Lake,Washington
Crow Creek Lake,Washington
Crow Lake,Washington
Crowfoot Lake,Washington
Crumbacker Lake,Washington
Crystal Lake,Washington
Cub Lake,Washington
Cultus Lake,Washington
Cultus Mountain Reservoir,Washington
Cup Lake,Washington
Curlew Lake,Washington
Curtis Lake,Washington
Cutthroat Lake,Washington
Cyclone Lake,Washington
Cypress Lake,Washington
D Lake,Washington
Dagger Lake,Washington
Dailman Lake,Washington
Dalton Lake,Washington
Damon Lake,Washington
Dancing Lady Lake,Washington
Darling Lake,Washington
Davis Lake,Washington
Dawn Mine Tailings Pond,Washington
Day Lake,Washington
Dead Horse Lake,Washington
Dead Lake,Washington
Deadhead Lake,Washington
Deadmans Lake,Washington
Deadwood Lakes,Washington
Debra Jane Lake,Washington
Deception Lakes,Washington
Deep Lake,Washington
Deer Lake,Washington
Deer Lakes,Washington
Delanty Lake,Washington
Delta Lake,Washington
Denny Lake,Washington
Derrick Lake,Washington
Derry Lake,Washington
Devereaux Lake,Washington
Devils Lake,Washington
Devils Punch Bowl,Washington
Dewey Lake,Washington
Diablo Lake,Washington
Diamond Lake,Washington
Dibble Lake,Washington
Dick Price Lake,Washington
Dickey Lake,Washington
Dilly Lake,Washington
Dirtyface Lake,Washington
Dixons Pond,Washington
Doelle Lakes,Washington
Dog Lake,Washington
Dole Lakes,Washington
Domke Lake,Washington
Don Lake,Washington
"Doris, Lake",Washington
Dosser Reservoir,Washington
Dot Lakes,Washington
Doubtful Lake,Washington
Dow Lake,Washington
Downey Lake,Washington
Dragon Lake,Washington
Dragoon Lake,Washington
Draper Lake,Washington
Dream Lake,Washington
Drunken Charlie Lake,Washington
Dry Bed Lakes,Washington
Dry Falls Lake,Washington
Dry Lake,Washington
Duck Lake,Washington
Duckett Lake,Washington
Duffy Lake,Washington
Duley Lake,Washington
Dumbbell Lake,Washington
Durk Lake,Washington
Dusty Lake,Washington
Dutton Lakes,Washington
Eagle Lake,Washington
Eagle Lakes,Washington
Eagle Spring Lake,Washington
Earle Lake,Washington
East Boardman Lake,Washington
East Lake,Washington
East Lakes,Washington
East Oval Lake,Washington
Eastman Pond,Washington
Echo Lake,Washington
Edds Lake,Washington
Eden Creek Reservoir,Washington
Edgar Lake,Washington
Egg Lake,Washington
Eightmile Lake,Washington
Elbow Lake,Washington
Electron Reservoir,Washington
Elizabeth Lake,Washington
Elk Lake,Washington
Eloika Lake,Washington
Embro Lake,Washington
Emerald Lake,Washington
Emma Lake,Washington
Empire Lake,Washington
Enchantment Lakes,Washington
Enjar Lake,Washington
Erdman Lake,Washington
Erickson Lake,Washington
Escondido Lake,Washington
Eunice Lake,Washington
Eureka Lake,Washington
Evans Lake,Washington
Everett Lake,Washington
Evergreen Reservoir,Washington
Fagan Lake,Washington
Failor Lake,Washington
Fairview Lake,Washington
Falls Lake,Washington
Fan Lake,Washington
Fanchers Dam Reservoir,Washington
Fargher Pond,Washington
Farley Lake,Washington
Farnsworth Lake,Washington
Fassett Reservoir,Washington
Fawn Lake,Washington
Ferguson Lake,Washington
Fern Lake,Washington
Ferry Lake,Washington
Feustal Lake,Washington
Fiander Lake,Washington
Fields Lake,Washington
Figure Eight Lake,Washington
Findley Lake,Washington
Finnell Lake,Washington
First Hidden Lake,Washington
First Lake,Washington
Fish Lake,Washington
Fisher Lake,Washington
Fisher Lakes,Washington
Fishtrap Lake,Washington
Fitchener Slough,Washington
Five Lakes,Washington
Fivemile Lake,Washington
Flahertys Pond,Washington
Flapjack Lakes,Washington
Flat Iron Lake,Washington
Flat Lake,Washington
"Fleur Lake, La",Washington
Florence Lake,Washington
Flowing Lake,Washington
Foggy Lake,Washington
Folsom Lake,Washington
Fool Hen Lake,Washington
Fools Gold Lake,Washington
Forbes Lake,Washington
Forest Lake,Washington
Forlorn Lakes,Washington
Fortson Mill Pond,Washington
Fortson Ponds,Washington
Foss Lake,Washington
Found Lake,Washington
Fountain Lake,Washington
Four Lakes,Washington
Four Point Lake,Washington
Fourmile Lake,Washington
Fourth of July Lake,Washington
Fowler Pond,Washington
Fragrance Lake,Washington
Francis Lake,Washington
Franz Lake,Washington
Frater Lake,Washington
Freds Lake,Washington
Freds Mountain Lake,Washington
Freeman Lake,Washington
Freezeout Lake,Washington
Freidlander Lake,Washington
French Johns Lake,Washington
French Potholes,Washington
Frenchman Hills Lake,Washington
Freshwater Lake,Washington
Frosty Lake,Washington
Frozen Lake,Washington
Fry Lake,Washington
Fryberg Lake,Washington
Frye Lake,Washington
Fryingpan Lake,Washington
Fuhrman Lake,Washington
Fury Lake,Washington
Gages Lake,Washington
Garhart Reservoir,Washington
Garland Lake,Washington
Gazzam Lake,Washington
Gee Point Lake,Washington
Gehrke Lake,Washington
Gem Lake,Washington
George Lake,Washington
Gertrude Lake,Washington
Ghost Lake,Washington
Gibbs Lake,Washington
Giffin Lake,Washington
Gilbert Lake,Washington
Gile Lake,Washington
Gillette Lake,Washington
Ginder Lake,Washington
Glacier Lake,Washington
Glasses Lake,Washington
Glory Lake,Washington
Goat Lake,Washington
Goat Marsh Lake,Washington
Goat Mountain Lake,Washington
Goblin Lake,Washington
Goetz Lake,Washington
Gold Lake,Washington
Golden Lakes,Washington
Goldeneye Lake,Washington
Goose Lake,Washington
Gorge Lake,Washington
Gouging Lake,Washington
Grace Lakes,Washington
Grand Lake,Washington
Grandy Lake,Washington
Granite Lake,Washington
Granite Lakes,Washington
Granite Mountain Potholes,Washington
Grant Lake,Washington
Grass Lake,Washington
Gravel Lake,Washington
Gravelly Lake,Washington
Great Western Lake,Washington
Green Lake,Washington
Green Lake Reservoir,Washington
Green Ridge Lake,Washington
Green Slough,Washington
Green View Lake,Washington
Greenleaf Slough,Washington
Greenwater Lakes,Washington
Greenwood Lake,Washington
Greenwood Reservoir Number One,Washington
Grimes Lake,Washington
Grizzly Lake,Washington
Grotto Lake,Washington
Grouse Lake,Washington
Groves Lake,Washington
Guiles Lake,Washington
Gulch Lakes,Washington
Gunn Lake,Washington
Gus Lake,Washington
H and H Reservoir Number One,Washington
H Lake,Washington
Hagen Lake,Washington
Haight Reservoir,Washington
Haigs Lake,Washington
Haleyon Lake,Washington
Half Moon Lake,Washington
Halfmoon Lake,Washington
Halfway Lake,Washington
Hall Lake,Washington
Haller Lake,Washington
Hallin Lake,Washington
Hamilton Lake,Washington
Hammond Lake,Washington
Hampton Lake,Washington
Hanaford Lake,Washington
Hanging Lake,Washington
Hanks Lake,Washington
Hansens Pond,Washington
Hanson Lake,Washington
Harbor Lake,Washington
Harden Reservoir,Washington
Hardscrabble Lakes,Washington
Harlin Lake,Washington
Hart Lake,Washington
Harts Lake,Washington
Harts Swamp,Washington
Hatch Lake,Washington
Hatchet Lake,Washington
Hatten Lake,Washington
Hauan Lake,Washington
Haven Lake,Washington
Hayes Lake,Washington
Haynes Lake,Washington
Heart Lake,Washington
Heather Lake,Washington
Hedin Lake,Washington
Heide Pond,Washington
Heinlen Lake,Washington
Heins Lake,Washington
Helena Lake,Washington
Hell Lake,Washington
Hempel Lake,Washington
Hen Skin Lake,Washington
Henning Lakes,Washington
Henton Lake,Washington
Herb Lake,Washington
Hergert Lake,Washington
Herman Lake,Washington
Heron Pond,Washington
Herron Lake,Washington
Hess Lake,Washington
Hester Lake,Washington
Hewitt Lake,Washington
Hicklin Lake,Washington
Hicks Lake,Washington
Hidden Lake,Washington
Hideaway Lake,Washington
Hill Lake,Washington
Hillton Lake,Washington
Hi-Low Lake,Washington
Hilton Lake,Washington
Hinter Lake,Washington
Hirsch Pond,Washington
Hobuck Lake,Washington
Hodge Lake,Washington
Hog Lake,Washington
Hoh Lake,Washington
Holden Lake,Washington
Hole Lakes,Washington
Honey Lake,Washington
Honeymoon Lake,Washington
Honn Lakes,Washington
Honour Lake,Washington
Hooper Lake,Washington
Hope Lake,Washington
Hopkins Lake,Washington
Horse Lake,Washington
Horseshoe Lake,Washington
Horseshoe Pond,Washington
Horsethief Lake,Washington
Hot Lake,Washington
Howard A Hanson Reservoir,Washington
Howard Lake,Washington
Howell Lake,Washington
Hozomeen Lake,Washington
Hubbard Lake,Washington
Huber Lake,Washington
Hughes Lake,Washington
Hull Lake,Washington
Hummel Lake,Washington
Hunsinger Lake,Washington
Hurley Lake,Washington
Hutchinson Lake,Washington
Huttula Lake,Washington
Hyas Lake,Washington
Hyde Lake,Washington
Ice Lakes,Washington
Iceberg Lake,Washington
Icehouse Lake,Washington
Ida Lake,Washington
Illabot Lake,Washington
Image Lake,Washington
Independence Lake,Washington
Indian Dan Canyon Reservoir,Washington
Indigo Lake,Washington
Inspiration Lake,Washington
Ione Millpond,Washington
Ipsoot Lake,Washington
Irvine Slough,Washington
Isaacson Lake,Washington
Isabella Lake,Washington
Island Lake,Washington
Isolation Lake,Washington
Itswoot Lake,Washington
Jackson Lake,Washington
Jade Lake,Washington
Jakes Lake,Washington
Jameson Lake,Washington
Janicke Slough,Washington
Jarstad Lake,Washington
Jason Lakes,Washington
Jay Lake,Washington
Jefferson Lake,Washington
Jerry Lakes,Washington
Jess Lake,Washington
Jewel Lake,Washington
Jewel Lakes,Washington
Jewit Lake,Washington
Jiggs Lake,Washington
Jim Johnson Lake,Washington
Joan Lake,Washington
Joe Lake,Washington
John Sam Lake,Washington
Johnny Johnson Lake,Washington
Johnny Lakes,Washington
Johns Camp Lake,Washington
Johnson Lake,Washington
Johnsons Swamp,Washington
Jolanda Lake,Washington
Jollys Lake,Washington
Jollys Pond,Washington
Jones Lake,Washington
Jorgensen Lake,Washington
Josephine Lake,Washington
Judson Lake,Washington
Judy Lake,Washington
Judy Reservoir,Washington
Jug Lake,Washington
Jumpoff Jim Lake,Washington
Jumpoff Joe Lake,Washington
Junction Lake,Washington
June Lake,Washington
Jungfrau Lake,Washington
Jupiter Lakes,Washington
Kachess Lake,Washington
Kaleetan Lake,Washington
Kaufman Pond,Washington
Keechelus Lake,Washington
Keevie Lake,Washington
Kelcema Lake,Washington
Kellog Lake,Washington
Kendall Lake,Washington
Kendall Peak Lakes,Washington
Kennedy Lake,Washington
Kent Lake,Washington
Keogh Lake,Washington
Kepple Lake,Washington
Kerwin Lake,Washington
Kettling Lake,Washington
Kidney Lake,Washington
Killebrew Lake,Washington
King Lake,Washington
Kings Lake,Washington
Kitling Lake,Washington
Kitsap Lake,Washington
Klaus Lake,Washington
Klawatti Lake,Washington
Klinkhammer Lakes,Washington
Klonaqua Lakes,Washington
Klone Lakes,Washington
Knapp Pond,Washington
Knight Lake,Washington
Knox Lake,Washington
Knuppenburg Lake,Washington
Kreger Lake,Washington
Kriegler Lake,Washington
Kristoferson Lake,Washington
La Bohn Lakes,Washington
La Fleur Lake,Washington
La Grande Reservoir,Washington
La Rush Lake,Washington
Lacamas Lake,Washington
Ladd Pond,Washington
Lake Aberdeen,Washington
Lake Agnes,Washington
Lake Albert,Washington
Lake Aldwell,Washington
Lake Alice,Washington
Lake Allen,Washington
Lake Anderson,Washington
Lake Andrews,Washington
Lake Angeles,Washington
Lake Ann,Washington
Lake Armstrong,Washington
Lake Arrowhead,Washington
Lake Augusta,Washington
Lake Beecher,Washington
Lake Bennettsen,Washington
Lake Blethen,Washington
Lake Boren,Washington
Lake Bradley,Washington
Lake Brigham,Washington
Lake Bronson,Washington
Lake Byrne,Washington
Lake Campbell,Washington
Lake Caroline,Washington
Lake Cassidy,Washington
Lake Cavanaugh,Washington
Lake Chalet,Washington
Lake Chaplain,Washington
Lake Charles,Washington
Lake Chelan,Washington
Lake City Lakes,Washington
Lake Clarice,Washington
Lake Cochran,Washington
Lake Comcomly,Washington
Lake Connie,Washington
Lake Constance,Washington
Lake Corral,Washington
Lake Cortez,Washington
Lake Crescent,Washington
Lake Cuitin,Washington
Lake Cushman,Washington
Lake Dawn,Washington
Lake Desire,Washington
Lake Dilly,Washington
Lake Dolloff,Washington
Lake Donald,Washington
Lake Dorothy,Washington
Lake Easton,Washington
Lake Eleanor,Washington
Lake Elizabeth,Washington
Lake Ellen,Washington
Lake Elsey,Washington
Lake Erie,Washington
Lake Ethel,Washington
Lake Evan,Washington
Lake Fazon,Washington
Lake Fenwick,Washington
Lake Fifteen,Washington
Lake Flora,Washington
Lake Flore,Washington
Lake Fontal,Washington
Lake Forest Reservoir,Washington
Lake Geneva,Washington
Lake George,Washington
Lake Goodwin,Washington
Lake Goss,Washington
Lake Grace,Washington
Lake Hancock,Washington
Lake Hannan,Washington
Lake Hazard,Washington
Lake Helen,Washington
Lake Heritage,Washington
Lake Holm,Washington
Lake Howard,Washington
Lake Ida,Washington
Lake Ilswoot,Washington
Lake Ingalls,Washington
Lake Isabel,Washington
Lake Isabella,Washington
Lake Ivanhoe,Washington
Lake James,Washington
Lake Janus,Washington
Lake Joy,Washington
Lake Julia,Washington
Lake Julius,Washington
Lake Kahlotus,Washington
Lake Kanim,Washington
Lake Kapowsin,Washington
Lake Kathleen,Washington
Lake Kawkawak,Washington
Lake Ketchum,Washington
Lake Ki,Washington
Lake Killarney,Washington
Lake Kittyprince,Washington
Lake Koeneman,Washington
Lake Kokanee,Washington
Lake Kulla Kulla,Washington
Lake LaCrosse,Washington
Lake Laura,Washington
Lake Lawrence,Washington
Lake Leland,Washington
Lake Leo,Washington
Lake Leota,Washington
Lake Lepul,Washington
Lake Lillian,Washington
Lake Limerick,Washington
Lake Lois,Washington
Lake Loma,Washington
Lake Loreene,Washington
Lake Lorene,Washington
Lake Louis,Washington
Lake Louise,Washington
Lake Lucerne,Washington
Lake Malachite,Washington
Lake Marcel,Washington
Lake Margaret,Washington
Lake Marie,Washington
Lake Martha,Washington
Lake May,Washington
Lake McDonald,Washington
Lake McMurray,Washington
Lake Meridian,Washington
Lake Merwin,Washington
Lake Metam,Washington
Lake Mills,Washington
Lake Moolock,Washington
Lake Morton,Washington
Lake Myron,Washington
Lake Nadeau,Washington
Lake Number 1,Washington
Lake Number 2,Washington
Lake Number Twelve,Washington
Lake of the Pines,Washington
Lake of the Woods,Washington
Lake Padden,Washington
Lake Philippa,Washington
Lake Phoebe,Washington
Lake Pleasant,Washington
Lake Pondilla,Washington
Lake Pugsley,Washington
Lake Quinault,Washington
Lake Rebecca,Washington
Lake Reveille,Washington
Lake Roesiger,Washington
Lake Rosannah,Washington
Lake Rowena,Washington
Lake Rowland,Washington
Lake Sacajawea,Washington
Lake Saint Clair,Washington
Lake Sally Ann,Washington
Lake Samish,Washington
Lake Sammamish,Washington
Lake Sawyer,Washington
Lake Serene,Washington
Lake Shannon,Washington
Lake Shoecraft,Washington
Lake Simms,Washington
Lake Sixteen,Washington
Lake Standstill,Washington
Lake Stevens,Washington
Lake Stickney,Washington
Lake Stilwell,Washington
Lake Stuart,Washington
Lake Sturtevant,Washington
Lake Sutherland,Washington
Lake Sylvester,Washington
Lake Tapps,Washington
Lake Terence,Washington
Lake Terrell,Washington
Lake Thirty-Two,Washington
Lake Toketie,Washington
Lake Twentytwo,Washington
Lake Union,Washington
Lake Valhalla,Washington
Lake Vicente,Washington
Lake Victoria,Washington
Lake Viviane,Washington
Lake Wapiki,Washington
Lake Washington,Washington
Lake Wenatchee,Washington
Lake West,Washington
Lake Whatcom,Washington
Lake William Symington,Washington
Lake Wiseman,Washington
Lake Wolverine,Washington
Lake Wooten,Washington
Lake Youngs,Washington
Lamb-Weston Dam,Washington
Lamont Lake,Washington
Lamotte Pond,Washington
Lancaster Lake,Washington
Lang Lake,Washington
Langlois Lake,Washington
Lanham Lake,Washington
Larch Lake,Washington
Larch Lakes,Washington
Larsen Lake,Washington
Larson Lake,Washington
Lasher Lake,Washington
Laughing Jacobs Lake,Washington
Laupp Lake,Washington
Laura Lake,Washington
Lavender Lake,Washington
Lavista Lake,Washington
Law Lake,Washington
Lawson Lake,Washington
Le Conte Lake,Washington
Le Fay Lake,Washington
Leader Lake,Washington
Leaky Lake,Washington
Lease Lake,Washington
LeConte Lake,Washington
Ledbetter Lake,Washington
Lee Lake,Washington
Leech Lake,Washington
Leland Lake,Washington
Lemanasky Lake,Washington
Lemei Lake,Washington
Lena Lake,Washington
Lenice Lake,Washington
Lennox Lake,Washington
Lenore Lake,Washington
Lenz Lake,Washington
Leprechaun Lake,Washington
Leroy Anderson Reservoir,Washington
Lewis Lake,Washington
Libby Lake,Washington
Liberty Lake,Washington
Lichtenwasser Lake,Washington
Lider Lake,Washington
Lila Lake,Washington
Lilly Lake,Washington
Lily Lake,Washington
Lime Lake,Washington
Lincoln Heights Reservoir,Washington
Lindberg Lake,Washington
Lindsay Lake,Washington
Lindsey Pond,Washington
Litschke Lake,Washington
Little Anderson Lake,Washington
Little Blue Lake,Washington
Little Calligan Lake,Washington
Little Cavanaugh Lake,Washington
Little Cougar Lake,Washington
Little Derrick Lake,Washington
Little Eagle Lake,Washington
Little Eightmile Lake,Washington
Little Fish Lake,Washington
Little Goose Lake,Washington
Little Greider Lake,Washington
Little Heart Lake,Washington
Little Hester Lake,Washington
Little Joe Lake,Washington
Little Lake,Washington
Little Mason Lake,Washington
Little Myrtle Lake,Washington
Little Owhi Lake,Washington
Little Palmer Lake,Washington
Little Pete Lake,Washington
Little Pierre Lake,Washington
Little Pratt Lake,Washington
Little Soap Lake,Washington
Little Sullivan Lake,Washington
Little Tiffany Lake,Washington
Little Tule Lake,Washington
Little Twin Lake,Washington
Little Twin Lakes,Washington
Loch Eileen,Washington
Loch Katrine,Washington
Locket Lake,Washington
Lodge Lake,Washington
Loers Pond,Washington
Log Pond,Washington
Lone Lake,Washington
Lone Pine Lake,Washington
Lonelyville Lake,Washington
Lonesome Lake,Washington
Long Gone Lake,Washington
Long John Lake,Washington
Long Lake,Washington
Long-Bell Mill Pond,Washington
Longs Pond,Washington
Loomis Lake,Washington
Loon Lake,Washington
Lords Lake,Washington
"Lorraine, Lake",Washington
Lost Lake,Washington
Louden Lake,Washington
Louis Lake,Washington
Louise Lake,Washington
"Louise, Lake",Washington
Lounsbury Lake,Washington
Loutsis Dam,Washington
Lower Cathedral Lake,Washington
Lower Cedar Lake,Washington
Lower Fisher Lake,Washington
Lower Fox Lake,Washington
Lower Garfield Mountain Lake,Washington
Lower Goose Lake,Washington
Lower Granite Lake,Washington
Lower Jordan Lake,Washington
Lower Palisades Lake,Washington
Lower Pawn Lake,Washington
Lower Phoebe Lake,Washington
Lower Snowy Lake,Washington
Lower Tuscohatchie Lake,Washington
Lower Wildcat Lake,Washington
Ludlow Lake,Washington
Ludtke Lake,Washington
Ludvick Lake,Washington
Luna Lake,Washington
Lunch Lake,Washington
Lunker Lake,Washington
Lye Lake,Washington
Lyle Lake,Washington
Lyman Lake,Washington
Lynch Lake,Washington
Lynn Lake,Washington
Lystair Lake,Washington
Mad Lake,Washington
Maggie Lake,Washington
Maiden Lake,Washington
Malarky Lake,Washington
Mallard Lake,Washington
Mallard Marsh,Washington
Maloney Lakes,Washington
Manastash Lake,Washington
Maple Leaf Reservoir,Washington
Mardee Lake,Washington
Margaret Lake,Washington
Margos Lake,Washington
Marjorie Lake,Washington
Marlene Lake,Washington
Marmot Lake,Washington
Marsh Unit One,Washington
Marshall Lake,Washington
Marten Lake,Washington
Martha Lake,Washington
Martin Lake,Washington
Martin Lakes,Washington
Mary Lake,Washington
Mary Shelton Lake,Washington
Marysville Sewage Lagoon,Washington
Mason Lake,Washington
Masonry Pool,Washington
Massie Lake,Washington
Mathews Lake,Washington
Mathison Reservoir,Washington
Matthews Lake,Washington
Maud Lake,Washington
May Lake,Washington
Mayfield Lake,Washington
McAlester Lake,Washington
McAllister Spring Lake,Washington
McBride Lake,Washington
McClain Lake,Washington
McCoy Lake,Washington
McDonald Lake (not official),Washington
McDowell Lake,Washington
McElroy Lake,Washington
McEnniery Lake,Washington
McGinnis Lake,Washington
McGregor Lakes,Washington
McIntosh Lake,Washington
McKenzie Head Lagoon,Washington
McLeod Lake,Washington
McMannaman Lake,Washington
McMillin Reservoir,Washington
McMillin Reservoir Number 1-South,Washington
McMillin Reservoir Number Two,Washington
Meadow Lake,Washington
Meadow Pond,Washington
Meadowbrook Slough,Washington
Medical Lake,Washington
Medicine Lake,Washington
Melakwa Lake,Washington
Melbourne Lake,Washington
Menzel Lake,Washington
Merlin Lake,Washington
Merrill Lake,Washington
Merritt Lake,Washington
Merry Lake,Washington
Mesa Lake,Washington
Meta Lake,Washington
Metcalf Lake,Washington
Metcalf Marsh,Washington
Mica Lake,Washington
Michael Lake,Washington
Middle Hidden Lake,Washington
Middle Lakes,Washington
Middle Oval Lake,Washington
Middle Pine Lake,Washington
Mig Lake,Washington
Mildred Lakes,Washington
Milk Lakes,Washington
Milk Pond,Washington
Mill Creek Lake,Washington
Mill Pond,Washington
Miller Lake,Washington
Miller Pond,Washington
Miller Reservoir,Washington
Milo Wood Pond,Washington
Mink Lake,Washington
Minkler Lake,Washington
Minotaur Lake,Washington
Mirror Lake,Washington
Mission Lake,Washington
Moar Lake,Washington
Moccasin Lake,Washington
Mollies Lake,Washington
Molson Lake,Washington
Moneysmith Lake,Washington
Monogram Lake,Washington
Monte Cristo Lake,Washington
Moon Lake,Washington
Moonshine Lake,Washington
Moose Lake,Washington
Moraine Lake,Washington
Moran Slough,Washington
Morgan Lake,Washington
Morgenroth Lake,Washington
Morris Lake,Washington
Morrow Lake,Washington
Moses Lake,Washington
Mosquito Lake,Washington
Moss Lake,Washington
Mount Adams Lake,Washington
Mount Adams Veneer Company Mill Pond,Washington
Mount Roosevelt Lake,Washington
Mountain Lake,Washington
Mountain Meadows Lake,Washington
Mouse Lake,Washington
Mowich Lake,Washington
Mowitch Lake,Washington
Muck Lake,Washington
Mud Lake,Washington
Mud Mountain Lake,Washington
Mudgett Lake,Washington
Mudhole Lake,Washington
Mule Lake,Washington
Munn Lake,Washington
Murphy Lake,Washington
Murphy Lakes,Washington
Murray Lake,Washington
Muskegon Lake,Washington
Muskrat Lake,Washington
Myrtle Lake,Washington
Mystic Lake,Washington
Nada Lake,Washington
Nahwatzel Lake,Washington
